0,807173840665317519548500930303809909780792657879,1101668436833118149016156553240680017295175169216
1,605973504598915938688256012476315215215753017192,859143848390205683800387085882498127812459601836
2,281618777382893343796480882721311309806896624791,322617221328608513781101260565985125064869193419
3,1223202685110567766865747918780314498585696607357,923303941202144355502161833450496104517597733249
4,4541660792007635233504246057854330811360988701,550820290189812317135339752215261378928756985140
5,1093847527626670247831808727082446021706934054461,1262880665185662592162702260880238018041634803181
6,127675360266674246998387597548688367964036849092,98764220417075133666950741914700864270928988328
7,401861380343907999532578647953718179297367779335,753150196168405654643337740857061345035187098580
8,1437194870593190486457084256632081038160872699272,1282432618650376322233283359031564252306356735253
9,306027888188490843701518306650120454229882993269,150370826658407630844605116910295801053532093822
10,643285978469884272473592364387976129145195148503,873108491947956343770757382429297923019016953649
11,708994808075694582169115700832359103968306076831,750097273448988275094908779606494895293346509497
12,1422812572217126345670541009369555416651132373605,180011495727609009319625058860948400123958271872
13,744784868598128266813161155178884104678435427888,1213742896611172513151128022140923529329389779179
14,656808278865845175361932815195252492324706633221,1324654280114940293787817826097560972711496821977
15,415796874147440683937984616674133008206712483618,606382906512431040971658072884647825181691359863
16,850505069753664977663257615108488063880630964113,779923506005219917339673396278760149628356794802
17,180986534349870705559292689134693032756088416974,808598769519007365811877702076798808977680393086
18,1194958963673702244529547108975206318171668787517,418088926816301630371176497360916713011236688902
19,401944721480348029404979605441542867333742937339,321352219582181699582123943701236014104234963198
20,1449836925897738561470233761368261376809901526712,1434454710295979003754682179786686826385915280087
21,585899963438479003482191957762212521957133120160,679588339410695264123255126322126435818288441362
22,761027306179188791514095974332879873715275077777,781170658350096970266050741243481009620847014869
23,206460382531349583412808971064018763933823241246,348439820040328795708216924751277684424993144530
24,1392107860382654103581766927072073448200760376936,420606471385728601309895452324991908303783387563
25,808693317200879258020586101275809679845731485,930890094823321543385514353552752124288699724049
26,99256235432207125884060555545416870024985168077,930852412915094356564352537718973567940846722728
